NU USDA Model Results,,,,NU Core Model Results,,,,NEIU USDA Model Results,,,,NEIU Core Model Results,,,,CSU USDA Model Results,,,,CSU Core model Results,
t,storage (cm),,,t,storage (cm),,,t,storage (cm),,,t,storage (cm),,,t,storage (cm),,,t,storage (cm)
13.0625,15.914,,,19.22,12.695,,,18.6817,14.696,,,18.1783,17.582,,,29.25,21.645,,,14.3707,7.2648
13.0694,15.913,,,19.2292,12.704,,,18.6875,14.695,,,18.1829,17.581,,,29.2708,21.633,,,14.375,7.2634
13.0741,15.913,,,19.2361,12.703,,,18.6898,14.695,,,18.1875,17.581,,,29.2917,21.621,,,14.3802,7.2618
13.0787,15.913,,,19.2431,12.702,,,18.6929,14.694,,,18.1944,17.58,,,29.295,21.62,,,14.388,7.2588
13.0833,15.913,,,19.25,12.7,,,18.6967,14.693,,,18.1991,17.579,,,29.3125,21.611,,,14.3958,7.2558
13.0903,15.913,,,19.2604,12.698,,,18.7025,14.692,,,18.2037,17.578,,,29.3333,21.601,,,14.4054,7.2524
13.0949,15.912,,,19.2708,12.696,,,18.7083,14.691,,,18.2083,17.577,,,29.3542,21.591,,,14.415,7.2491
13.0996,15.912,,,19.2813,12.694,,,18.7106,14.691,,,18.2153,17.576,,,29.375,21.58,,,14.4167,7.2485
13.1042,15.912,,,19.2917,12.692,,,18.7137,14.69,,,18.2199,17.575,,,29.3958,21.57,,,14.4271,7.245
13.1111,15.912,,,19.3125,12.688,,,18.7176,14.69,,,18.2246,17.575,,,29.4167,21.559,,,14.4375,7.2449
13.1158,15.912,,,19.3333,12.684,,,18.7234,14.689,,,18.2292,17.574,,,29.4375,21.549,,,14.4583,7.2357
13.1204,15.911,,,19.3542,12.679,,,18.7292,14.688,,,18.2361,17.573,,,29.45,21.542,,,14.4688,7.2349
13.125,15.911,,,19.375,12.675,,,18.7315,14.687,,,18.2408,17.572,,,29.4583,21.537,,,14.4722,7.2338
13.1319,15.911,,,19.3958,12.703,,,18.7346,14.687,,,18.2454,17.571,,,29.4792,21.526,,,14.4757,7.2326
13.1366,15.911,,,19.4028,12.701,,,18.7384,14.686,,,18.25,17.57,,,29.5,21.514,,,14.4792,7.2314
13.1412,15.911,,,19.4097,12.699,,,18.7442,14.685,,,18.2569,17.569,,,29.5208,21.502,,,14.4844,7.2298
13.1458,15.91,,,19.4167,12.697,,,18.75,14.684,,,18.2616,17.569,,,29.5417,21.489,,,14.4922,7.2276
13.1528,15.91,,,19.4187,12.708,,,18.755,14.683,,,18.2662,17.568,,,29.5625,21.476,,,14.5,7.2276
13.1574,15.91,,,19.4208,12.72,,,18.7576,14.683,,,18.2708,17.567,,,29.5833,21.462,,,14.5035,7.2265
13.1621,15.91,,,19.4229,12.732,,,18.7609,14.682,,,18.2804,17.565,,,29.6042,21.446,,,14.5078,7.2253
13.1667,15.91,,,19.425,12.744,,,18.7659,14.681,,,18.2836,17.565,,,29.605,21.445,,,14.5143,7.2235
13.175,15.909,,,19.427,12.756,,,18.7708,14.68,,,18.2868,17.564,,,29.625,21.431,,,14.5208,7.2236
13.1792,15.909,,,19.4291,12.768,,,18.776,14.679,,,18.29,17.563,,,29.6458,21.416,,,14.5231,7.2229
13.1833,15.909,,,19.4312,12.78,,,18.7786,14.678,,,18.2917,17.563,,,29.6667,21.404,,,14.5262,7.2257
13.1875,15.909,,,19.4333,12.792,,,18.7819,14.678,,,18.2969,17.562,,,29.6875,21.392,,,14.5282,7.225
13.1944,15.909,,,19.4354,12.804,,,18.7868,14.677,,,18.3047,17.561,,,29.7083,21.378,,,14.5309,7.2241
13.2014,15.908,,,19.4375,12.816,,,18.7917,14.675,,,18.3125,17.559,,,29.7292,21.365,,,14.5345,7.2229
13.2083,15.908,,,19.4401,12.836,,,18.7969,14.674,,,18.316,17.558,,,29.75,21.351,,,14.5381,7.2217
13.2118,15.908,,,19.4437,12.864,,,18.7995,14.674,,,18.3203,17.558,,,29.76,21.344,,,14.5417,7.2205
13.2161,15.907,,,19.4474,12.891,,,18.8028,14.673,,,18.3268,17.556,,,29.7708,21.336,,,14.5469,7.2189
13.2227,15.907,,,19.451,12.919,,,18.8076,14.672,,,18.3333,17.555,,,29.7917,21.322,,,14.5547,7.2162
13.2292,15.907,,,19.4547,12.947,,,18.8125,14.671,,,18.3403,17.554,,,29.8125,21.308,,,14.5625,7.2157
13.2361,15.906,,,19.4583,12.975,,,18.8177,14.67,,,18.3449,17.553,,,29.8333,21.294,,,14.565,7.2148
13.2408,15.906,,,19.4625,13.003,,,18.8203,14.67,,,18.3496,17.552,,,29.8542,21.281,,,14.5675,7.2139
13.2454,15.906,,,19.4667,13.031,,,18.8235,14.669,,,18.3542,17.552,,,29.875,21.268,,,14.57,7.213
13.25,15.906,,,19.4708,13.059,,,18.8284,14.668,,,18.3611,17.551,,,29.8958,21.255,,,14.5744,7.2115
13.2569,15.906,,,19.475,13.087,,,18.8333,14.667,,,18.3658,17.55,,,29.915,21.244,,,14.5789,7.21
13.2616,15.906,,,19.4792,13.116,,,18.8385,14.666,,,18.3704,17.549,,,29.9167,21.243,,,14.5833,7.2085
13.2662,15.905,,,19.4834,13.145,,,18.8411,14.666,,,18.375,17.548,,,29.9375,21.232,,,14.5903,7.2063
13.2708,15.905,,,19.4875,13.175,,,18.8444,14.665,,,18.3819,17.547,,,29.9583,21.22,,,14.5972,7.2079
13.2778,15.904,,,19.4938,13.219,,,18.8493,14.664,,,18.3866,17.546,,,29.9792,21.208,,,14.5996,7.2108
13.2824,15.904,,,19.5,13.264,,,18.8542,14.663,,,18.3912,17.545,,,30,21.197,,,14.6016,7.2099
13.2871,15.903,,,19.5052,13.279,,,18.8594,14.662,,,18.3958,17.544,,,30.0208,21.186,,,14.6042,7.2088
13.2917,15.903,,,19.5104,13.294,,,18.862,14.662,,,18.4028,17.543,,,30.0417,21.177,,,14.6077,7.2073
13.2986,15.902,,,19.5208,13.324,,,18.8653,14.661,,,18.4074,17.542,,,30.0625,21.169,,,14.612,7.2056
13.3033,15.902,,,19.53,13.337,,,18.8701,14.66,,,18.4121,17.542,,,30.07,21.165,,,14.6185,7.203
13.3079,15.901,,,19.5359,13.346,,,18.875,14.659,,,18.4167,17.541,,,30.0833,21.159,,,14.625,7.2006
13.3125,15.901,,,19.5417,13.354,,,18.8802,14.659,,,18.4236,17.54,,,30.1042,21.15,,,14.6319,7.1981
13.3213,15.899,,,19.5486,13.371,,,18.8828,14.658,,,18.4283,17.539,,,30.125,21.141,,,14.6458,7.1952
13.33,15.898,,,19.5556,13.388,,,18.886,14.657,,,18.4329,17.538,,,30.1458,21.132,,,14.6493,7.2053
13.3333,15.898,,,19.5625,13.405,,,18.8909,14.656,,,18.4375,17.537,,,30.1667,21.122,,,14.6513,7.2042
13.3368,15.898,,,19.5729,13.402,,,18.8958,14.655,,,18.445,17.536,,,30.1875,21.112,,,14.6539,7.2028
13.3411,15.897,,,19.5833,13.399,,,18.8982,14.655,,,18.4516,17.535,,,30.2083,21.103,,,14.6571,7.2011
13.3477,15.896,,,19.5938,13.396,,,18.9011,14.654,,,18.4583,17.533,,,30.225,21.095,,,14.6619,7.1985
13.3542,15.896,,,19.6042,13.393,,,18.9056,14.653,,,18.4618,17.533,,,30.2292,21.093,,,14.6667,7.1961
13.3611,15.895,,,19.6146,13.39,,,18.91,14.653,,,18.4661,17.532,,,30.25,21.084,,,14.6719,7.1936
13.3658,15.894,,,19.625,13.387,,,18.9122,14.652,,,18.4727,17.531,,,30.2708,21.074,,,14.6797,7.1897
13.3704,15.894,,,19.6458,13.38,,,18.9145,14.652,,,18.4792,17.529,,,30.2917,21.064,,,14.6875,7.1862
13.375,15.893,,,19.6667,13.374,,,18.9167,14.651,,,18.4861,17.528,,,30.3125,21.056,,,14.6979,7.1816
13.3819,15.892,,,19.685,13.369,,,18.9202,14.651,,,18.4908,17.527,,,30.3333,21.048,,,14.7083,7.1785
13.3866,15.892,,,19.6875,13.368,,,18.9245,14.65,,,18.4954,17.526,,,30.3542,21.04,,,14.725,7.176
13.3912,15.891,,,19.6979,13.482,,,18.9267,14.649,,,18.5,17.525,,,30.375,21.031,,,14.727,7.1828
13.3958,15.891,,,19.7083,13.596,,,18.9294,14.649,,,18.5069,17.524,,,30.38,21.029,,,14.729,7.1819
13.4028,15.89,,,19.7153,13.606,,,18.9334,14.648,,,18.5116,17.523,,,30.3958,21.023,,,14.7292,7.1818
13.4074,15.89,,,19.7222,13.615,,,18.9375,14.647,,,18.5162,17.522,,,30.4167,21.015,,,14.7318,7.1806
13.4121,15.889,,,19.7292,13.625,,,18.9427,14.646,,,18.5208,17.521,,,30.4375,21.006,,,14.7354,7.1792
13.4167,15.888,,,19.7361,13.696,,,18.9479,14.645,,,18.5278,17.52,,,30.4583,20.998,,,14.7403,7.1775
13.4236,15.888,,,19.7431,13.768,,,18.9514,14.644,,,18.5324,17.519,,,30.4792,20.989,,,14.7451,7.1759
13.4283,15.887,,,19.75,13.839,,,18.9548,14.644,,,18.5371,17.518,,,30.5,20.98,,,14.75,7.1742
13.4329,15.887,,,19.7569,13.837,,,18.9583,14.643,,,18.5417,17.517,,,30.5208,20.972,,,14.7569,7.172
13.4375,15.886,,,19.7639,13.835,,,18.9635,14.642,,,18.5486,17.516,,,30.535,20.966,,,14.7708,7.1689
13.4444,15.886,,,19.7708,13.832,,,18.9661,14.641,,,18.5533,17.515,,,30.5417,20.963,,,14.7743,7.1676
13.4491,15.885,,,19.7778,13.84,,,18.9694,14.641,,,18.5579,17.514,,,30.5625,20.955,,,14.7786,7.1658
13.4537,15.885,,,19.7917,13.856,,,18.9743,14.64,,,18.5625,17.513,,,30.5833,20.946,,,14.7852,7.1632
13.4583,15.884,,,19.8021,13.881,,,18.9792,14.639,,,18.5694,17.512,,,30.6042,20.937,,,14.7917,7.1608
13.4653,15.884,,,19.8125,13.906,,,18.9844,14.638,,,18.5741,17.511,,,30.625,20.929,,,14.7986,7.1621
13.4699,15.883,,,19.8229,13.91,,,18.987,14.637,,,18.5787,17.51,,,30.6458,20.919,,,14.8033,7.1603
13.4746,15.883,,,19.8333,13.914,,,18.9903,14.636,,,18.5833,17.509,,,30.6667,20.91,,,14.8079,7.1585
13.4792,15.882,,,19.84,13.922,,,18.9951,14.635,,,18.5861,17.508,,,30.6875,20.901,,,14.8125,7.1569
13.485,15.882,,,19.8542,13.941,,,19,14.634,,,18.5896,17.508,,,30.69,20.9,,,14.8194,7.1545
13.4925,15.881,,,19.8646,13.938,,,19.0052,14.633,,,18.5948,17.507,,,30.7083,20.891,,,14.8333,7.1521
13.5,15.88,,,19.875,13.935,,,19.0078,14.633,,,18.6,17.506,,,30.7292,20.882,,,14.8368,7.1549
13.5035,15.88,,,19.8958,13.928,,,19.011,14.632,,,18.6042,17.505,,,30.75,20.873,,,14.8388,7.1562
13.5078,15.879,,,19.9167,13.922,,,19.0159,14.631,,,18.6111,17.503,,,30.7708,20.864,,,14.8408,7.1556
13.5143,15.879,,,19.9375,13.916,,,19.0208,14.63,,,18.6181,17.502,,,30.7917,20.856,,,14.8435,7.1547
13.5208,15.878,,,19.9479,13.934,,,19.026,14.628,,,18.625,17.501,,,30.8125,20.847,,,14.8462,7.1539
13.5278,15.877,,,19.9583,13.952,,,19.0286,14.628,,,18.6285,17.5,,,30.8333,20.838,,,14.8502,7.1527
13.5324,15.877,,,19.9688,14.253,,,19.0319,14.627,,,18.6328,17.499,,,30.845,20.833,,,14.8542,7.1515
13.5371,15.876,,,19.9792,14.555,,,19.0368,14.626,,,18.6393,17.498,,,30.8542,20.829,,,14.8584,7.1503
13.5417,15.875,,,19.9871,14.598,,,19.0417,14.624,,,18.6458,17.497,,,30.875,20.819,,,14.8639,7.1485
13.5486,15.874,,,19.995,14.64,,,19.0469,14.623,,,18.6528,17.495,,,30.8958,20.81,,,14.875,7.1451
13.5533,15.874,,,20,14.667,,,19.0495,14.623,,,18.6574,17.494,,,30.9167,20.801,,,14.88,7.1474
13.5579,15.873,,,20.006,14.785,,,19.0528,14.622,,,18.6621,17.494,,,30.9375,20.792,,,14.8826,7.1503
13.5625,15.873,,,20.0134,14.928,,,19.0576,14.621,,,18.6667,17.493,,,30.9583,20.783,,,14.8846,7.1496
13.5694,15.872,,,20.0208,15.072,,,19.0625,14.62,,,18.6736,17.491,,,30.9792,20.775,,,14.8874,7.1487
13.5741,15.871,,,20.0268,15.095,,,19.065,14.619,,,18.6783,17.491,,,31,20.766,,,14.8916,7.1474
13.5787,15.871,,,20.0343,15.124,,,19.067,14.619,,,18.6829,17.49,,,,,,,14.8958,7.1461
13.5833,15.87,,,20.0417,15.152,,,19.0697,14.618,,,18.6875,17.489,,,,,,,14.9,7.1448
13.5903,15.869,,,20.0486,15.15,,,19.0731,14.617,,,18.6944,17.488,,,,,,,14.9056,7.143
13.5949,15.869,,,20.0556,15.148,,,19.0782,14.616,,,18.6991,17.487,,,,,,,14.9111,7.1413
13.5996,15.868,,,20.0625,15.146,,,19.0833,14.615,,,18.7037,17.486,,,,,,,14.9167,7.1397
13.6042,15.867,,,20.0694,15.143,,,19.0885,14.613,,,18.7083,17.485,,,,,,,14.9271,7.1368
13.6111,15.867,,,20.0833,15.139,,,19.0911,14.613,,,18.7153,17.484,,,,,,,14.9375,7.1358
13.6158,15.866,,,20.0938,15.135,,,19.0944,14.612,,,18.7199,17.483,,,,,,,14.941,7.1348
13.6204,15.866,,,20.1042,15.132,,,19.0993,14.611,,,18.7246,17.483,,,,,,,14.9453,7.133
13.625,15.865,,,20.1146,15.128,,,19.1042,14.61,,,18.7292,17.482,,,,,,,14.9518,7.1306
13.6325,15.864,,,20.125,15.125,,,19.1094,14.609,,,18.7361,17.481,,,,,,,14.9583,7.132
13.64,15.863,,,20.1354,15.122,,,19.112,14.608,,,18.7408,17.48,,,,,,,14.9606,7.131
13.6458,15.863,,,20.1458,15.118,,,19.1153,14.608,,,18.7454,17.479,,,,,,,14.9637,7.13
13.6493,15.862,,,20.15,15.117,,,19.1201,14.607,,,18.75,17.478,,,,,,,14.9668,7.1289
13.6536,15.862,,,20.1667,15.111,,,19.125,14.606,,,18.755,17.478,,,,,,,14.9709,7.1276
13.6602,15.861,,,20.1771,15.108,,,19.1302,14.604,,,18.7629,17.476,,,,,,,14.9751,7.1263
13.6667,15.86,,,20.1875,15.105,,,19.1328,14.604,,,18.7708,17.475,,,,,,,14.9792,7.125
13.6736,15.859,,,20.2083,15.098,,,19.136,14.603,,,18.7743,17.474,,,,,,,14.9861,7.1231
13.6783,15.859,,,20.2292,15.091,,,19.1409,14.602,,,18.7786,17.473,,,,,,,14.9931,7.1228
13.6829,15.858,,,20.25,15.084,,,19.1458,14.601,,,18.7852,17.472,,,,,,,14.9954,7.1294
13.6875,15.858,,,20.2708,15.078,,,19.151,14.6,,,18.7917,17.471,,,,,,,14.9974,7.1286
13.6944,15.857,,,20.2917,15.071,,,19.1536,14.599,,,18.7986,17.469,,,,,,,15,7.1274
13.6991,15.857,,,20.305,15.066,,,19.1569,14.599,,,18.8033,17.468,,,,,,,15.0035,7.1259
13.7037,15.856,,,20.3125,15.064,,,19.1618,14.597,,,18.8079,17.468,,,,,,,15.0078,7.1246
13.7083,15.856,,,20.3333,15.057,,,19.1667,14.596,,,18.8125,17.467,,,,,,,15.0143,7.1225
13.7153,15.855,,,20.3542,15.051,,,19.1719,14.595,,,18.8194,17.466,,,,,,,15.0208,7.1243
13.7199,15.855,,,20.375,15.044,,,19.1745,14.595,,,18.8241,17.465,,,,,,,15.0232,7.1234
13.7246,15.854,,,20.3958,15.037,,,19.1778,14.594,,,18.8287,17.464,,,,,,,15.0261,7.1224
13.7292,15.854,,,20.4167,15.03,,,19.1826,14.593,,,18.8333,17.463,,,,,,,15.0306,7.121
13.7361,15.853,,,20.4375,15.024,,,19.1875,14.592,,,18.8403,17.462,,,,,,,15.035,7.1196
13.7408,15.853,,,20.4583,15.017,,,19.1927,14.591,,,18.8449,17.461,,,,,,,15.0417,7.1175
13.7454,15.853,,,20.46,15.016,,,19.1953,14.591,,,18.8496,17.46,,,,,,,15.0437,8.3358
13.75,15.852,,,20.4792,15.01,,,19.1985,14.59,,,18.8542,17.46,,,,,,,15.0457,9.6969
13.7569,15.852,,,20.5,15.003,,,19.2034,14.589,,,18.8611,17.458,,,,,,,15.0477,7.196
13.7616,15.851,,,20.5208,14.996,,,19.2083,14.588,,,18.8658,17.458,,,,,,,15.0497,13.932
13.7662,15.851,,,20.5417,14.989,,,19.2141,14.587,,,18.8704,17.457,,,,,,,15.0517,18.79
13.7708,15.851,,,20.5625,14.982,,,19.22,14.586,,,18.875,17.456,,,,,,,15.0539,20.764
13.7778,15.85,,,20.5833,14.975,,,19.2231,14.586,,,18.8819,17.455,,,,,,,15.056,21.113
13.7824,15.85,,,20.6042,14.968,,,19.2261,14.585,,,18.8866,17.454,,,,,,,15.0593,21.466
13.7871,15.85,,,20.615,14.991,,,19.2292,14.585,,,18.8912,17.453,,,,,,,15.0625,21.818
13.7917,15.849,,,20.625,15.012,,,19.2344,14.584,,,18.8958,17.452,,,,,,,15.0651,22.17
13.795,15.849,,,20.6354,15.014,,,19.237,14.584,,,18.9029,17.451,,,,,,,15.0687,22.523
13.8038,15.849,,,20.6458,15.015,,,19.2403,14.583,,,18.91,17.45,,,,,,,15.0736,22.875
13.8125,15.849,,,20.6667,15.008,,,19.2451,14.582,,,18.9167,17.448,,,,,,,15.0784,23.227
13.816,15.849,,,20.6875,15.001,,,19.25,14.581,,,18.9202,17.448,,,,,,,15.0833,23.58
13.8203,15.848,,,20.7083,14.994,,,19.2552,14.58,,,18.9245,17.447,,,,,,,15.0903,23.932
13.8268,15.848,,,20.7292,14.987,,,19.2578,14.58,,,18.931,17.446,,,,,,,15.1042,24.284
13.8333,15.848,,,20.7396,15.004,,,19.261,14.579,,,18.9375,17.444,,,,,,,15.1146,24.637
13.8403,15.847,,,20.75,15.02,,,19.2659,14.578,,,18.9444,17.443,,,,,,,15.125,24.989
13.8449,15.847,,,20.76,15.03,,,19.2708,14.577,,,18.9491,17.442,,,,,,,15.1458,25.342
13.8496,15.847,,,20.77,15.04,,,19.276,14.577,,,18.9537,17.441,,,,,,,15.1667,25.694
13.8542,15.847,,,20.7708,15.04,,,19.2786,14.576,,,18.9583,17.441,,,,,,,15.1875,26.046
13.8611,15.847,,,20.7812,15.038,,,19.2819,14.575,,,18.9653,17.439,,,,,,,15.19,26.399
13.8658,15.847,,,20.7917,15.035,,,19.2868,14.574,,,18.9699,17.438,,,,,,,15.2083,26.751
13.8704,15.847,,,20.8125,15.028,,,19.2917,14.573,,,18.9746,17.437,,,,,,,15.2292,27.104
13.875,15.847,,,20.8333,15.021,,,19.2969,14.572,,,18.9792,17.436,,,,,,,15.25,27.456
13.8819,15.847,,,20.8542,15.014,,,19.2995,14.572,,,18.9861,17.435,,,,,,,15.2708,27.809
13.8866,15.847,,,20.875,15.007,,,19.3028,14.571,,,18.9908,17.434,,,,,,,15.2917,28.161
13.8912,15.847,,,20.8958,15,,,19.3076,14.57,,,18.9954,17.433,,,,,,,15.3125,28.514
13.8958,15.846,,,20.9167,14.993,,,19.3125,14.569,,,19,17.432,,,,,,,15.3333,28.867
13.9028,15.846,,,20.925,14.99,,,19.3177,14.568,,,19.0069,17.431,,,,,,,15.345,29.22
13.9074,15.846,,,20.9375,14.986,,,19.3203,14.568,,,19.0116,17.43,,,,,,,15.3542,29.572
13.9121,15.846,,,20.9583,14.979,,,19.3235,14.567,,,19.0162,17.429,,,,,,,15.375,29.925
13.9167,15.846,,,20.9792,14.972,,,19.3284,14.567,,,19.0208,17.428,,,,,,,15.3958,30.278
13.9236,15.846,,,21,14.966,,,19.3333,14.566,,,19.0278,17.426,,,,,,,15.4167,30.631
13.9283,15.846,,,21.0104,14.963,,,19.3385,14.565,,,19.0324,17.425,,,,,,,15.4375,30.984
13.9329,15.846,,,21.0208,14.961,,,19.3411,14.565,,,19.0371,17.424,,,,,,,15.4583,31.337
13.9375,15.846,,,21.0417,14.954,,,19.3444,14.564,,,19.0417,17.423,,,,,,,15.4792,31.69
13.9438,15.846,,,21.0521,14.954,,,19.3493,14.563,,,19.0486,17.422,,,,,,,15.5,32.043
13.95,15.845,,,21.0625,14.954,,,19.3542,14.562,,,19.0533,17.421,,,,,,,15.5208,32.396
13.9583,15.845,,,21.08,14.949,,,19.3594,14.562,,,19.0579,17.42,,,,,,,15.5417,32.748
13.9618,15.845,,,21.0833,14.947,,,19.362,14.561,,,19.0625,17.419,,,,,,,15.5625,33.101
13.9661,15.845,,,21.0937,14.951,,,19.3653,14.56,,,19.065,17.418,,,,,,,15.5833,33.454
13.9727,15.844,,,21.1042,14.954,,,19.3701,14.559,,,19.0681,17.417,,,,,,,15.6042,33.807
13.9792,15.844,,,21.1146,14.963,,,19.375,14.559,,,19.0719,17.417,,,,,,,15.625,34.16
13.9861,15.843,,,21.125,14.972,,,19.3792,14.565,,,19.0776,17.415,,,,,,,15.6458,34.513
13.9908,15.843,,,21.1354,14.977,,,19.3833,14.571,,,19.0833,17.414,,,,,,,15.655,34.866
13.9954,15.843,,,21.1458,14.981,,,19.3875,14.577,,,19.0903,17.412,,,,,,,15.6667,35.219
14,15.843,,,21.1562,14.982,,,19.3958,14.59,,,19.0972,17.411,,,,,,,15.6875,35.572
14.0069,15.843,,,21.1667,14.982,,,19.401,14.61,,,19.1042,17.409,,,,,,,15.7083,35.924
14.0116,15.841,,,21.1771,14.98,,,19.4063,14.631,,,19.1077,17.409,,,,,,,15.7292,36.276
14.0162,15.84,,,21.1875,14.977,,,19.4115,14.652,,,19.112,17.408,,,,,,,15.75,36.629
14.0208,15.839,,,21.2083,14.971,,,19.4167,14.673,,,19.1185,17.407,,,,,,,15.7708,36.981
14.0278,15.838,,,21.2292,14.964,,,19.4219,14.709,,,19.125,17.405,,,,,,,15.7917,37.333
14.0324,15.837,,,21.235,14.962,,,19.4271,14.745,,,19.1319,17.404,,,,,,,15.81,37.686
14.0371,15.836,,,21.25,14.957,,,19.4323,14.781,,,19.1366,17.403,,,,,,,15.8125,38.038
14.0417,15.835,,,21.2708,14.95,,,19.4375,14.817,,,19.1412,17.402,,,,,,,15.8333,38.39
14.0486,15.833,,,21.2917,14.943,,,19.4427,14.857,,,19.1458,17.401,,,,,,,15.8542,38.743
14.0533,15.832,,,21.3125,14.935,,,19.4479,14.896,,,19.1528,17.399,,,,,,,15.8562,38.919
14.0579,15.831,,,21.3333,14.928,,,19.4531,14.936,,,19.1574,17.398,,,,,,,15.8582,3.6935
14.0625,15.83,,,21.3542,14.92,,,19.4583,14.975,,,19.1621,17.397,,,,,,,15.8603,3.6956
14.0694,15.828,,,21.375,14.912,,,19.4635,15.019,,,19.1667,17.397,,,,,,,15.8624,3.6949
14.0741,15.827,,,21.39,14.906,,,19.4714,15.084,,,19.1736,17.395,,,,,,,15.8644,3.6949
14.0787,15.826,,,21.3958,14.904,,,19.4792,15.15,,,19.1783,17.394,,,,,,,15.8665,3.6941
14.0833,15.825,,,21.4167,14.895,,,19.4861,15.189,,,19.1829,17.393,,,,,,,15.8693,3.693
14.0903,15.824,,,21.4375,14.887,,,19.4931,15.228,,,19.1875,17.393,,,,,,,15.8722,3.692
14.0949,15.823,,,21.4583,14.878,,,19.5,15.267,,,19.1944,17.391,,,,,,,15.875,3.6909
14.0996,15.822,,,21.4792,14.869,,,19.5069,15.27,,,19.1991,17.39,,,,,,,15.8792,3.6894
14.1042,15.821,,,21.5,14.86,,,19.5139,15.273,,,19.2037,17.39,,,,,,,15.8847,3.687
14.105,15.821,,,21.5104,14.857,,,19.5208,15.276,,,19.2083,17.389,,,,,,,15.8958,3.6823
14.1117,15.82,,,21.5208,14.853,,,19.53,15.3,,,19.2122,17.388,,,,,,,15.9063,3.6781
14.1161,15.819,,,21.5417,14.845,,,19.5358,15.316,,,19.2161,17.388,,,,,,,15.9167,3.6733
14.1206,15.818,,,21.545,14.843,,,19.5417,15.332,,,19.22,17.387,,,,,,,15.9271,3.669
14.125,15.818,,,21.5625,14.836,,,19.5486,15.336,,,19.2292,17.385,,,,,,,15.9375,3.6664
14.1319,15.816,,,21.5833,14.828,,,19.5556,15.341,,,19.2327,17.385,,,,,,,15.9583,3.6623
14.1366,15.816,,,21.6042,14.819,,,19.5625,15.346,,,19.237,17.384,,,,,,,15.965,3.667
14.1412,15.815,,,21.625,14.811,,,19.5729,15.342,,,19.2435,17.382,,,,,,,15.9697,3.6658
14.1458,15.814,,,21.6458,14.803,,,19.5833,15.339,,,19.25,17.381,,,,,,,15.9745,3.6648
14.1528,15.813,,,21.6667,14.796,,,19.5937,15.336,,,19.2569,17.38,,,,,,,15.9792,3.6639
14.1574,15.812,,,21.6875,14.789,,,19.6042,15.332,,,19.2616,17.379,,,,,,,15.9861,3.6627
14.1621,15.811,,,21.7,14.784,,,19.625,15.326,,,19.2662,17.378,,,,,,,16,3.661
14.1667,15.81,,,21.7083,14.781,,,19.6458,15.319,,,19.2708,17.377,,,,,,,16.0104,3.6682
14.1736,15.808,,,21.7292,14.774,,,19.6667,15.313,,,19.2778,17.376,,,,,,,16.0139,3.6677
14.1783,15.807,,,21.75,14.767,,,19.685,15.307,,,19.2824,17.375,,,,,,,16.0173,3.6673
14.1829,15.807,,,21.7708,14.76,,,19.6875,15.306,,,19.2871,17.374,,,,,,,16.0208,3.6668
14.1875,15.806,,,21.7917,14.752,,,19.6979,15.368,,,19.2917,17.373,,,,,,,16.026,3.6662
14.1944,15.804,,,21.8125,14.745,,,19.7083,15.429,,,19.2986,17.372,,,,,,,16.0339,3.6653
14.1991,15.804,,,21.8333,14.739,,,19.7292,15.552,,,19.3033,17.371,,,,,,,16.0417,3.6644
14.2037,15.803,,,21.8542,14.732,,,19.7396,15.555,,,19.3079,17.37,,,,,,,16.0521,3.6634
14.2083,15.802,,,21.855,14.732,,,19.75,15.559,,,19.3125,17.369,,,,,,,16.0625,3.6625
14.2153,15.801,,,21.875,14.727,,,19.7604,15.557,,,19.3194,17.368,,,,,,,16.0729,3.6636
14.2199,15.8,,,21.8958,14.721,,,19.7708,15.555,,,19.3241,17.367,,,,,,,16.0764,3.6708
14.2246,15.799,,,21.9167,14.716,,,19.7813,15.566,,,19.3287,17.366,,,,,,,16.0784,3.6704
14.2292,15.799,,,21.9375,14.711,,,19.7917,15.577,,,19.3333,17.366,,,,,,,16.0808,3.67
14.2361,15.797,,,21.9583,14.705,,,19.8125,15.599,,,19.3403,17.364,,,,,,,16.0833,3.6696
14.2408,15.797,,,21.9792,14.699,,,19.8333,15.62,,,19.3449,17.364,,,,,,,16.0868,3.6691
14.2454,15.796,,,22,14.694,,,19.84,15.625,,,19.3496,17.363,,,,,,,16.0911,3.6685
14.25,15.795,,,22.01,14.691,,,19.8542,15.636,,,19.3542,17.362,,,,,,,16.0977,3.6677
14.2533,15.794,,,22.0208,14.688,,,19.875,15.629,,,19.3611,17.361,,,,,,,16.1042,3.6669
14.2567,15.794,,,22.0417,14.683,,,19.8958,15.621,,,19.3658,17.36,,,,,,,16.1121,3.6661
14.26,15.794,,,22.0625,14.678,,,19.9063,15.634,,,19.3704,17.359,,,,,,,16.12,3.6655
14.2654,15.793,,,22.0833,14.673,,,19.9167,15.647,,,19.375,17.358,,,,,,,16.125,3.6651
14.2708,15.793,,,22.1042,14.668,,,19.9375,15.673,,,19.381,17.368,,,,,,,16.1354,3.6644
14.2778,15.792,,,22.125,14.664,,,19.9479,15.775,,,19.3884,17.379,,,,,,,16.1458,3.6657
14.2824,15.791,,,22.1458,14.659,,,19.9583,15.877,,,19.3958,17.39,,,,,,,16.1493,3.6654
14.2871,15.791,,,22.165,14.655,,,19.9688,15.946,,,19.4018,17.414,,,,,,,16.1536,3.665
