NU USDA Model Results,,,,NU Core Model Results,,,,NEIU USDA Model Results,,,,NEIU Core Model Results,,,,CSU USDA Model Results,,,,CSU Core model Results,,
t,flux (cm/d),,,t,flux (cm/d),,,t,flux (cm/d),,,t,flux (cm/d),,,t,flux (cm/d),,,t,flux (cm/d),cum. Flux (cm)
3.0139,0,,,3.565,0,,,4.5,0,,,4.3958,0,,,4.1875,0,,,2.0694,0,18.402
3.0208,0,,,3.5833,0,,,4.5208,0,,,4.4375,0,,,4.1979,0,,,2.0764,0,18.402
3.0208,0,,,3.6042,0,,,4.5417,0,,,4.4583,0,,,4.2083,0,,,2.0833,0,18.402
3.0313,0,,,3.625,0,,,4.5625,0,,,4.4792,0,,,4.2187,0,,,2.0833,0,18.402
3.0417,0,,,3.6458,0,,,4.5833,0,,,4.495,0,,,4.2292,0,,,2.0868,0,18.402
3.0486,0,,,3.6667,0,,,4.6042,0,,,4.5,0,,,4.25,0,,,2.0912,0,18.402
3.0556,0,,,3.6875,0,,,4.625,0,,,4.5208,0,,,4.2708,0,,,2.0977,0,18.402
3.0625,0,,,3.7083,0,,,4.6458,0,,,4.5417,0,,,4.2917,0,,,2.1042,0,18.402
3.0729,0,,,3.72,0,,,4.65,0,,,4.5625,0,,,4.3125,0,,,2.1111,0,18.402
3.0833,0,,,3.7292,0,,,4.6667,0,,,4.5833,0,,,4.3333,0,,,2.125,0,18.402
3.0889,0,,,3.75,0,,,4.6875,0,,,4.6042,0,,,4.34,0,,,2.1354,0,18.402
3.0944,0,,,3.7708,0,,,4.7083,0,,,4.625,0,,,4.3542,0,,,2.1458,0,18.402
3.1,0,,,3.7917,0,,,4.7292,0,,,4.6458,0,,,4.375,0,,,2.1528,0,18.402
3.1042,0,,,3.8125,0,,,4.7708,0,,,4.65,0,,,4.3958,0,,,2.1551,0,18.402
3.1146,0,,,3.8333,0,,,4.7917,0,,,4.6667,0,,,4.4167,0,,,2.158,0,18.402
3.125,0,,,3.8542,0,,,4.805,0,,,4.6875,0,,,4.4375,0,,,2.1623,0,18.402
3.1354,0,,,3.8611,0,,,4.8125,0,,,4.7083,0,,,4.4583,0,,,2.1667,0,18.402
3.1458,0,,,3.8657,0,,,4.8125,0,,,4.7292,0,,,4.4792,0,,,2.17,0,18.402
3.1528,0,,,3.875,0,,,4.8333,0,,,4.7708,0,,,4.495,0,,,2.172,0,18.402
3.1597,0,,,3.875,0,,,4.8542,0,,,4.7917,0,,,4.5,0,,,2.1739,0,18.402
3.1667,0,,,3.8771,0,,,4.875,0,,,4.805,0,,,4.5208,0,,,2.1759,0,18.402
3.1771,0,,,3.8792,0,,,4.8958,0,,,4.8125,0,,,4.5417,0,,,2.1788,0,18.402
3.1875,0,,,3.8813,0,,,4.9167,0,,,4.8125,0,,,4.5625,0,,,2.1817,0,18.402
3.1944,0,,,3.8834,0,,,4.9375,0,,,4.8333,0,,,4.5833,0,,,2.1846,0,18.402
3.2014,0,,,3.8858,0,,,4.9583,0,,,4.8542,0,,,4.6042,0,,,2.1875,0,18.402
3.2083,0,,,3.8892,0,,,4.96,0,,,4.875,0,,,4.625,0,,,2.1875,0,18.402
3.2083,0,,,3.8958,0,,,4.9792,0,,,4.8958,0,,,4.6458,0,,,2.1895,0,18.402
3.2188,0,,,3.8958,0,,,5,0,,,4.9167,0,,,4.65,0,,,2.1916,0,18.402
3.2292,0,,,3.9,0,,,5.0208,0,,,4.9375,0,,,4.6667,0,,,2.1944,0,18.402
3.2361,0,,,3.9028,0,,,5.0417,0,,,4.9583,0,,,4.6875,0,,,2.1979,0,18.402
3.2431,0,,,3.9063,0,,,5.0625,0,,,4.96,0,,,4.7083,0,,,2.2031,0,18.402
3.25,0,,,3.9097,0,,,5.0833,0,,,4.9792,0,,,4.7292,0,,,2.2083,0,18.402
3.255,0,,,3.9132,0,,,5.1042,0,,,5,0,,,4.75,0,,,2.2083,0,18.402
3.2603,0,,,3.9167,0,,,5.115,0,,,5.0208,0,,,4.7708,0,,,2.2135,0,18.402
3.2656,0,,,3.9205,0,,,5.125,0,,,5.0417,0,,,4.7917,0,,,2.2188,0,18.402
3.2708,0,,,3.9248,0,,,5.1458,0,,,5.0625,0,,,4.805,0,,,2.2292,0,18.402
3.2813,0,,,3.929,0,,,5.1667,0,,,5.0833,0,,,4.8125,0,,,2.2396,0,18.402
3.2917,0,,,3.9333,0,,,5.1875,0,,,5.1042,0,,,4.8125,0,,,2.25,0,18.402
3.3021,0,,,3.9375,0,,,5.2083,0,,,5.115,0,,,4.8333,0,,,2.2604,0,18.402
3.3125,0,,,3.9425,0,,,5.2292,0,,,5.125,0,,,4.8542,0,,,2.2639,0,18.402
3.3194,0,,,3.9504,0,,,5.25,0,,,5.1458,0,,,4.875,0,,,2.2674,0,18.402
3.3264,0,,,3.9583,0,,,5.27,0,,,5.1667,0,,,4.8958,0,,,2.2708,0,18.402
3.3333,0,,,3.9653,0,,,5.2708,0,,,5.1875,0,,,4.9167,0,,,2.2708,0,18.402
3.3333,0,,,3.9722,0,,,5.2917,0,,,5.2083,0,,,4.9375,0,,,2.2728,0,18.402
3.3438,0,,,3.9792,0,,,5.3125,0,,,5.2292,0,,,4.9583,0,,,2.2755,0,18.402
3.3542,0,,,3.9876,0,,,5.3333,0,,,5.25,0,,,4.96,0,,,2.2788,0,18.402
3.3611,0,,,4,0,,,5.3542,0,,,5.27,0,,,4.9792,0,,,2.2831,0,18.402
3.3681,0,,,4.0084,0,,,5.375,0,,,5.2708,0,,,5,0,,,2.2874,0,18.402
3.375,0,,,4.0208,0,,,5.3958,0,,,5.2917,0,,,5.0208,0,,,2.2917,0,18.402
3.3854,0,,,4.03,0,,,5.4167,0,,,5.3125,0,,,5.0417,0,,,2.2986,0,18.402
3.3958,0,,,4.0417,0,,,5.425,0,,,5.3333,0,,,5.0625,0,,,2.3125,0,18.402
3.4006,0,,,4.0521,0,,,5.4375,0,,,5.3542,0,,,5.0833,0,,,2.325,0,18.402
3.4053,0,,,4.0625,0,,,5.4583,0,,,5.375,0,,,5.1042,0,,,2.3333,0,18.402
3.41,0,,,4.0729,0,,,5.4792,0,,,5.3958,0,,,5.115,0,,,2.3438,0,18.402
3.4167,0,,,4.0833,0,,,5.5,0,,,5.4167,0,,,5.125,0,,,2.3542,0,18.402
3.4236,0,,,4.0937,0,,,5.5208,0,,,5.425,0,,,5.1458,0,,,2.375,0,18.402
3.4282,0,,,4.1042,0,,,5.5417,0,,,5.4375,0,,,5.1667,0,,,2.3958,0,18.402
3.4329,0,,,4.125,0,,,5.5625,0,,,5.4583,0,,,5.1875,0,,,2.4028,0,18.402
3.4375,0,,,4.1458,0,,,5.58,0,,,5.4792,0,,,5.2083,0,,,2.4097,0,18.402
3.4444,0,,,4.1667,0,,,5.5833,0,,,5.5,0,,,5.2292,0,,,2.4167,0,18.402
3.4491,0,,,4.185,0,,,5.6042,0,,,5.5208,0,,,5.25,0,,,2.4167,0,18.402
3.4537,0,,,4.1875,0,,,5.625,0,,,5.5417,0,,,5.27,0,,,2.4201,0,18.402
3.4583,0,,,4.1875,0,,,5.6458,0,,,5.5625,0,,,5.2708,0,,,2.4245,0,18.402
3.4583,0,,,4.2083,0,,,5.6667,0,,,5.58,0,,,5.2917,0,,,2.431,0,18.402
3.4653,0,,,4.2292,0,,,5.6875,0,,,5.5833,0,,,5.3125,0,,,2.4375,0,18.402
3.4722,0,,,4.2396,0,,,5.7083,0,,,5.6042,0,,,5.3333,0,,,2.4375,0,18.402
3.4792,0,,,4.25,0,,,5.7292,0,,,5.625,0,,,5.3542,0,,,2.4444,0,18.402
3.4896,0,,,4.2604,0,,,5.735,0,,,5.6458,0,,,5.375,0,,,2.4583,0,18.402
3.5,0,,,4.2708,0,,,5.75,0,,,5.6667,0,,,5.3958,0,,,2.4688,0,18.402
3.5104,0,,,4.2917,0,,,5.7708,0,,,5.6875,0,,,5.4167,0,,,2.4722,0,18.402
3.5208,0,,,4.3125,0,,,5.8125,0,,,5.7083,0,,,5.425,0,,,2.4757,0,18.402
3.5278,0,,,4.3333,0,,,5.8333,0,,,5.7292,0,,,5.4375,0,,,2.4792,0,18.402
3.5347,0,,,4.34,0,,,5.8542,0,,,5.735,0,,,5.4583,0,,,2.48,0,18.402
3.5417,0,,,4.3542,0,,,5.875,0,,,5.75,0,,,5.4792,0,,,2.4867,0,18.402
3.5521,0,,,4.375,0,,,5.89,0,,,5.7708,0,,,5.5,0,,,2.4933,0,18.402
3.5625,0,,,4.3958,0,,,5.8958,0,,,5.8125,0,,,5.5208,0,,,2.5,0,18.402
3.565,0,,,4.4167,0,,,5.9167,0,,,5.8333,0,,,5.5417,0,,,2.5035,0,18.402
3.5711,0,,,4.4375,0,,,5.9375,0,,,5.8542,0,,,5.5625,0,,,2.5078,0,18.402
3.5772,0,,,4.4583,0,,,5.9583,0,,,5.875,0,,,5.58,0,,,2.5122,0,18.402
3.5833,0,,,4.4792,0,,,5.9792,0,,,5.89,0,,,5.5833,0,,,2.5208,0,18.402
3.5833,0,,,4.495,0,,,6,0,,,5.8958,0,,,5.6042,0,,,2.5208,0,18.402
3.5938,0,,,4.5,0,,,6.0208,0,,,5.9167,0,,,5.625,0,,,2.5232,0,18.402
3.6042,0,,,4.5,0,,,6.0417,0,,,5.9375,0,,,5.6458,0,,,2.5262,0,18.402
3.6146,0,,,4.5208,0,,,6.045,0,,,5.9583,0,,,5.6667,0,,,2.5301,0,18.402
3.625,0,,,4.5417,0,,,6.0625,0,,,5.9792,0,,,5.6875,0,,,2.5359,0,18.402
3.6319,0,,,4.5625,0,,,6.0833,0,,,6,0,,,5.7083,0,,,2.5417,0,18.402
3.6389,0,,,4.5833,0,,,6.1042,0,,,6.0208,0,,,5.7292,0,,,2.5486,0,18.402
3.6458,0,,,4.6042,0,,,6.125,0,,,6.0417,0,,,5.735,0,,,2.5556,0,18.402
3.6458,0,,,4.625,0,,,6.1458,0,,,6.045,0,,,5.75,0,,,2.5579,0,18.402
3.6563,0,,,4.6458,0,,,6.1667,0,,,6.0625,0,,,5.7708,0,,,2.5602,0,18.402
3.6667,0,,,4.65,0,,,6.1875,0,,,6.0833,0,,,5.7917,0,,,2.5625,0,18.402
3.6736,0,,,4.6667,0,,,6.2,0,,,6.1042,0,,,5.8125,0,,,2.5667,0,18.402
3.6806,0,,,4.6875,0,,,6.2083,0,,,6.125,0,,,5.8333,0,,,2.5722,0,18.402
3.6875,0,,,4.7083,0,,,6.2292,0,,,6.1458,0,,,5.8542,0,,,2.5778,0,18.402
3.6875,0,,,4.7292,0,,,6.25,0,,,6.1667,0,,,5.875,0,,,2.5833,0,18.402
3.6979,0,,,4.75,0,,,6.2708,0,,,6.1875,0,,,5.89,0,,,2.5833,0,18.402
3.7083,0,,,4.7708,0,,,6.2917,0,,,6.2,0,,,5.8958,0,,,2.5938,0,18.402
3.7122,0,,,4.7917,0,,,6.3125,0,,,6.2083,0,,,5.8958,0,,,2.6042,0,18.402
3.7161,0,,,4.805,0,,,6.3333,0,,,6.2292,0,,,5.9167,0,,,2.6146,0,18.402
3.72,0,,,4.8125,0,,,6.3542,0,,,6.25,0,,,5.9375,0,,,2.6181,0,18.402
3.7292,0,,,4.8333,0,,,6.355,0,,,6.2708,0,,,5.9583,0,,,2.6215,0,18.402
3.7396,0,,,4.8542,0,,,6.375,0,,,6.2917,0,,,5.9792,0,,,2.625,0,18.402
3.75,0,,,4.875,0,,,6.3958,0,,,6.3125,0,,,6,0,,,2.625,0,18.402
3.7604,0,,,4.8958,0,,,6.4167,0,,,6.3333,0,,,6.0208,0,,,2.627,0,18.402
3.7708,0,,,4.9167,0,,,6.4375,0,,,6.3542,0,,,6.0417,0,,,2.6297,0,18.402
3.7778,0,,,4.9375,0,,,6.4583,0,,,6.355,0,,,6.045,0,,,2.6323,0,18.402
3.7847,0,,,4.9583,0,,,6.4792,0,,,6.375,0,,,6.0625,0,,,2.635,0,18.402
3.7917,0,,,4.96,0,,,6.5,0,,,6.3958,0,,,6.0833,0,,,2.6404,0,18.402
3.8021,0,,,4.9792,0,,,6.51,0,,,6.4167,0,,,6.1042,0,,,2.6458,0,18.402
3.8125,0,,,5,0,,,6.5208,0,,,6.4375,0,,,6.125,0,,,2.6458,0,18.402
3.8194,0,,,5.0208,0,,,6.5417,0,,,6.4583,0,,,6.1458,0,,,2.651,0,18.402
3.8264,0,,,5.0417,0,,,6.5625,0,,,6.4792,0,,,6.1667,0,,,2.6589,0,18.402
3.8333,0,,,5.0625,0,,,6.5833,0,,,6.5,0,,,6.1875,0,,,2.6667,0,18.402
3.8333,0,,,5.0833,0,,,6.6042,0,,,6.51,0,,,6.2,0,,,2.6701,0,18.402
3.8438,0,,,5.1042,0,,,6.625,0,,,6.5208,0,,,6.2083,0,,,2.6745,0,18.402
3.8542,0,,,5.115,0,,,6.6458,0,,,6.5417,0,,,6.2083,0,,,2.6788,0,18.402
3.8646,0,,,5.125,0,,,6.665,0,,,6.5625,0,,,6.2292,0,,,2.6875,0,18.402
3.875,0,,,5.1458,0,,,6.6667,0,,,6.5833,0,,,6.25,0,,,2.6944,0,18.402
3.8854,0,,,5.1667,0,,,6.6875,0,,,6.6042,0,,,6.2708,0,,,2.7083,0,18.402
3.8958,0,,,5.1875,0,,,6.7083,0,,,6.625,0,,,6.2917,0,,,2.7188,0,18.402
3.9063,0,,,5.2083,0,,,6.7292,0,,,6.6458,0,,,6.3125,0,,,2.7292,0,18.402
3.9167,0,,,5.2292,0,,,6.75,0,,,6.665,0,,,6.3333,0,,,2.75,0,18.402
3.9271,0,,,5.25,0,,,6.7708,0,,,6.6667,0,,,6.3542,0,,,2.7708,0,18.402
3.9375,0,,,5.27,0,,,6.7917,0,,,6.6875,0,,,6.355,0,,,2.79,0,18.402
3.9479,0,,,5.2708,0,,,6.8125,0,,,6.7083,0,,,6.375,0,,,2.7917,0,18.402
3.9583,0,,,5.2708,0,,,6.82,0,,,6.7292,0,,,6.3958,0,,,2.7986,0,18.402
3.9792,0,,,5.2917,0,,,6.8333,0,,,6.75,0,,,6.4167,0,,,2.8009,0,18.402
3.9896,0,,,5.3125,0,,,6.8542,0,,,6.7708,0,,,6.4375,0,,,2.8038,0,18.402
4,0,,,5.3333,0,,,6.875,0,,,6.7917,0,,,6.4583,0,,,2.8067,0,18.402
4.0104,0,,,5.3542,0,,,6.8958,0,,,6.8125,0,,,6.4792,0,,,2.8125,0,18.402
4.0208,0,,,5.375,0,,,6.9167,0,,,6.82,0,,,6.5,0,,,2.8177,0,18.402
4.03,0,,,5.3958,0,,,6.9375,0,,,6.8333,0,,,6.51,0,,,2.8255,0,18.402
4.0417,0,,,5.4167,0,,,6.9583,0,,,6.8542,0,,,6.5208,0,,,2.8333,0,18.402
4.0625,0,,,5.425,0,,,6.975,0,,,6.875,0,,,6.5417,0,,,2.8438,0,18.402
4.0833,0,,,5.4375,0,,,6.9792,0,,,6.8958,0,,,6.5625,0,,,2.8542,0,18.402
4.1042,0,,,5.4583,0,,,7,0,,,6.9167,0,,,6.5833,0,,,2.8646,0,18.402
4.125,0,,,5.4792,0,,,7.0208,0,,,6.9375,0,,,6.6042,0,,,2.8681,0,18.402
4.1458,0,,,5.5,0,,,7.0417,0,,,6.9583,0,,,6.625,0,,,2.8715,0,18.402
4.1667,0,,,5.5208,0,,,7.0625,0,,,6.975,0,,,6.6458,0,,,2.875,0,18.402
4.185,0,,,5.5417,0,,,7.0833,0,,,6.9792,0,,,6.665,0,,,2.875,0,18.402
4.1875,0,,,5.5625,0,,,7.1042,0,,,7,0,,,6.6667,0,,,2.877,0,18.402
4.1875,0,,,5.58,0,,,7.125,0,,,7.0208,0,,,6.6875,0,,,2.8797,0,18.402
4.2083,0,,,5.5833,0,,,7.13,0,,,7.0417,0,,,6.7083,0,,,2.8829,0,18.402
4.2292,0,,,5.5833,0,,,7.1458,0,,,7.0625,0,,,6.7292,0,,,2.8872,0,18.402
4.25,0,,,5.6042,0,,,7.1667,0,,,7.0833,0,,,6.75,0,,,2.8915,0,18.402
4.2708,0,,,5.625,0,,,7.1875,0,,,7.1042,0,,,6.7708,0,,,2.8958,0,18.402
4.2917,0,,,5.6458,0,,,7.2083,0,,,7.125,0,,,6.7917,0,,,2.8958,0,18.402
4.3125,0,,,5.6667,0,,,7.2292,0,,,7.13,0,,,6.8125,0,,,2.9028,0,18.402
4.3333,0,,,5.6875,0,,,7.25,0,,,7.1458,0,,,6.82,0,,,2.9167,0,18.402
4.34,0,,,5.7083,0,,,7.2708,0,,,7.1667,0,,,6.8333,0,,,2.9271,0,18.402
4.3542,0,,,5.7292,0,,,7.285,0,,,7.1875,0,,,6.8542,0,,,2.9375,0,18.402
4.375,0,,,5.735,0,,,7.2917,0,,,7.2083,0,,,6.875,0,,,2.94,0,18.402
4.3958,0,,,5.75,0,,,7.3125,0,,,7.2292,0,,,6.8958,0,,,2.9425,0,18.402
4.4167,0,,,5.7708,0,,,7.3333,0,,,7.25,0,,,6.9167,0,,,2.945,0,18.402
4.4375,0,,,5.7917,0,,,7.3542,0,,,7.2708,0,,,6.9375,0,,,2.9494,0,18.402
4.4583,0,,,5.8125,0,,,7.375,0,,,7.285,0,,,6.9583,0,,,2.9539,0,18.402
4.4792,0,,,5.8333,0,,,7.3958,0,,,7.2917,0,,,6.975,0,,,2.9583,0,18.402
4.495,0,,,5.8542,0,,,7.4167,0,,,7.3125,0,,,6.9792,0,,,2.9653,0,18.402
4.5,0,,,5.875,0,,,7.4375,0,,,7.3333,0,,,7,0,,,2.9792,0,18.402
4.5,0,,,5.89,0,,,7.44,0,,,7.3542,0,,,7.0208,0,,,2.9896,0,18.402
4.5208,0,,,5.8958,0,,,7.4583,0,,,7.375,0,,,7.0417,0,,,3,0,18.402
4.5417,0,,,5.8958,0,,,7.4792,0,,,7.3958,0,,,7.0625,0,,,3.0069,0,18.402
4.5625,0,,,5.9167,0,,,7.5,0,,,7.4167,0,,,7.0833,0,,,3.0139,0,18.402
4.5833,0,,,5.9375,0,,,7.5208,0,,,7.4375,0,,,7.1042,0,,,3.0208,0,18.402
4.6042,0,,,5.9583,0,,,7.5417,0,,,7.44,0,,,7.125,0,,,3.0208,0,18.402
4.625,0,,,5.9792,0,,,7.5625,0,,,7.4583,0,,,7.13,0,,,3.0243,0,18.402
4.6458,0,,,6,0,,,7.5833,0,,,7.4792,0,,,7.1458,0,,,3.0287,0,18.402
4.65,0,,,6.0208,0,,,7.595,0,,,7.5,0,,,7.1667,0,,,3.0352,0,18.402
4.6667,0,,,6.0417,0,,,7.6042,0,,,7.5208,0,,,7.1875,0,,,3.0417,0,18.402
4.6875,0,,,6.045,0,,,7.625,0,,,7.5417,0,,,7.2083,0,,,3.0486,0,18.402
4.7083,0,,,6.0625,0,,,7.6458,0,,,7.5625,0,,,7.2292,0,,,3.0625,0,18.402
4.7292,0,,,6.0833,0,,,7.6667,0,,,7.5833,0,,,7.25,0,,,3.0729,0,18.402
4.75,0,,,6.1042,0,,,7.6875,0,,,7.595,0,,,7.2708,0,,,3.0833,0,18.402
4.7708,0,,,6.125,0,,,7.7083,0,,,7.6042,0,,,7.285,0,,,3.1,0,18.402
4.7917,0,,,6.1458,0,,,7.7292,0,,,7.625,0,,,7.2917,0,,,3.102,0,18.402
4.805,0,,,6.1667,0,,,7.75,0,,,7.6458,0,,,7.3125,0,,,3.104,0,18.402
4.8125,0,,,6.1875,0,,,7.7708,0,,,7.6667,0,,,7.3333,0,,,3.1042,0,18.402
4.8333,0,,,6.2,0,,,7.7917,0,,,7.6875,0,,,7.3542,0,,,3.1062,0,18.402
4.8542,0,,,6.2083,0,,,7.8125,0,,,7.7083,0,,,7.375,0,,,3.1089,0,18.402
4.875,0,,,6.2083,0,,,7.8333,0,,,7.7292,0,,,7.3958,0,,,3.1121,0,18.402
4.8958,0,,,6.2292,0,,,7.8542,0,,,7.75,0,,,7.4167,0,,,3.1164,0,18.402
4.9167,0,,,6.25,0,,,7.875,0,,,7.7708,0,,,7.4375,0,,,3.1207,0,18.402
4.9375,0,,,6.2708,0,,,7.8958,0,,,7.7917,0,,,7.44,0,,,3.125,0,18.402
4.9583,0,,,6.2917,0,,,7.905,0,,,7.8125,0,,,7.4583,0,,,3.125,0,18.402
4.96,0,,,6.3125,0,,,7.9167,0,,,7.8333,0,,,7.4792,0,,,3.1319,0,18.402
4.9792,0,,,6.3333,0,,,7.9375,0,,,7.8542,0,,,7.5,0,,,3.1458,0,18.402
5,0,,,6.3542,0,,,7.9583,0,,,7.875,0,,,7.5208,0,,,3.1493,0,18.402
5.0208,0,,,6.355,0,,,7.9792,0,,,7.8958,0,,,7.5417,0,,,3.1513,0,18.402
5.0417,0,,,6.3617,0,,,8,0,,,7.905,0,,,7.5625,0,,,3.1539,0,18.402
5.0625,0,,,6.3683,0,,,8.0208,0,,,7.9167,0,,,7.5833,0,,,3.1571,0,18.402
5.0833,0,,,6.375,0,,,8.0417,0,,,7.9375,0,,,7.595,0,,,3.1619,0,18.402
5.1042,0,,,6.3854,0,,,8.06,0,,,7.9583,0,,,7.6042,0,,,3.1667,0,18.402
5.115,0,,,6.3958,0,,,8.0625,0,,,7.9792,0,,,7.625,0,,,3.1719,0,18.402
5.125,0,,,6.4063,0,,,8.0833,0,,,8,0,,,7.6458,0,,,3.1797,0,18.402
5.1458,0,,,6.4167,0,,,8.1042,0,,,8.0208,0,,,7.6667,0,,,3.1875,0,18.402
5.1667,0,,,6.4375,0,,,8.125,0,,,8.0417,0,,,7.6875,0,,,3.1979,0,18.402
5.1875,0,,,6.4583,0,,,8.1458,0,,,8.06,0,,,7.7083,0,,,3.2083,0,18.402
5.2083,0,,,6.4792,0,,,8.1667,0,,,8.0625,0,,,7.7292,0,,,3.2187,0,18.402
5.2292,0,,,6.5,0,,,8.1875,0,,,8.0833,0,,,7.75,0,,,3.2292,0,18.402
5.25,0,,,6.51,0,,,8.2083,0,,,8.1042,0,,,7.7708,0,,,3.25,0,18.402
5.27,0,,,6.5208,0,,,8.215,0,,,8.125,0,,,7.7917,0,,,3.255,0,18.402
5.2708,0,,,6.5417,0,,,8.2292,0,,,8.1458,0,,,7.8125,0,,,3.2603,0,18.402
5.2708,0,,,6.5625,0,,,8.25,0,,,8.1667,0,,,7.8333,0,,,3.2656,0,18.402
5.2917,0,,,6.5694,0,,,8.2708,0,,,8.1875,0,,,7.8542,0,,,3.2708,0,18.402
5.2986,0,,,6.5764,0,,,8.2917,0,,,8.2083,0,,,7.875,0,,,3.2813,0,18.402
5.3056,0,,,6.5833,0,,,8.3125,0,,,8.215,0,,,7.8958,0,,,3.2917,0,18.402
5.3125,0,,,6.5833,0,,,8.3333,0,,,8.2292,0,,,7.905,0,,,3.3021,0,18.402
5.3125,0,,,6.5938,0,,,8.3542,0,,,8.25,0,,,7.9167,0,,,3.3125,0,18.402
5.3229,0,,,6.599,0,,,8.37,0,,,8.2708,0,,,7.9375,0,,,3.3333,0,18.402
5.3333,0,,,6.6042,0,,,8.375,0,,,8.2917,0,,,7.9583,0,,,3.3542,0,18.402
5.3403,0,,,6.6111,0,,,8.3958,0,,,8.3125,0,,,7.9792,0,,,3.375,0,18.402
5.3472,0,,,6.625,0,,,8.4167,0,,,8.3333,0,,,8,0,,,3.3785,0,18.402
5.3542,0,,,6.6354,0,,,8.4375,0,,,8.3542,0,,,8.0208,0,,,3.3805,0,18.402
5.3646,0,,,6.6458,0,,,8.4583,0,,,8.37,0,,,8.0417,0,,,3.383,0,18.402
5.375,0,,,6.665,0,,,8.4792,0,,,8.375,0,,,8.06,0,,,3.3856,0,18.402
5.3819,0,,,6.6667,0,,,8.5,0,,,8.3958,0,,,8.0625,0,,,3.389,0,18.402
5.3889,0,,,6.6875,0,,,8.5208,0,,,8.4167,0,,,8.0833,0,,,3.3924,0,18.402
5.3958,0,,,6.7083,0,,,8.525,0,,,8.4375,0,,,8.1042,0,,,3.3958,0,18.402
5.4063,0,,,6.7153,0,,,8.5417,0,,,8.4583,0,,,8.125,0,,,3.4029,0,18.402
5.4167,0,,,6.7222,0,,,8.5625,0,,,8.4792,0,,,8.1458,0,,,3.41,0,18.402
5.425,0,,,6.7292,0,,,8.5833,0,,,8.5,0,,,8.1667,0,,,3.4167,0,18.402
5.4292,0,,,6.7396,0,,,8.6042,0,,,8.5208,0,,,8.1875,0,,,3.4167,0,18.402
5.4333,0,,,6.75,0,,,8.625,0,,,8.525,0,,,8.2083,0,,,3.419,0,18.402
5.4375,0,,,6.7569,0,,,8.6458,0,,,8.5417,0,,,8.215,0,,,3.4221,0,18.402
5.4375,0,,,6.7639,0,,,8.6667,0,,,8.5625,0,,,8.2292,0,,,3.4259,0,18.402
5.4444,0,,,6.7708,0,,,8.68,0,,,8.5833,0,,,8.25,0,,,3.4317,0,18.402
5.4514,0,,,6.7813,0,,,8.6875,0,,,8.6042,0,,,8.2708,0,,,3.4375,0,18.402
5.4583,0,,,6.7917,0,,,8.7083,0,,,8.625,0,,,8.2917,0,,,3.4375,0,18.402
5.4583,0,,,6.8125,0,,,8.7292,0,,,8.6458,0,,,8.3125,0,,,3.4444,0,18.402
5.4688,0,,,6.82,0,,,8.75,0,,,8.6667,0,,,8.3333,0,,,3.4491,0,18.402
5.4792,0,,,6.8333,0,,,8.7708,0,,,8.68,0,,,8.3542,0,,,3.4511,0,18.402
5.4861,0,,,6.8542,0,,,8.7917,0,,,8.6875,0,,,8.37,0,,,3.4535,0,18.402
5.4931,0,,,6.875,0,,,8.8125,0,,,8.7083,0,,,8.375,0,,,3.4559,0,18.402
5.5,0,,,6.8958,0,,,8.8333,0,,,8.7292,0,,,8.3958,0,,,3.4583,0,18.402
5.5104,0,,,6.9167,0,,,8.835,0,,,8.75,0,,,8.4167,0,,,3.4583,0,18.402
5.5208,0,,,6.9375,0,,,8.8542,0,,,8.7708,0,,,8.4375,0,,,3.4618,0,18.402
5.5278,0,,,6.9583,0,,,8.875,0,,,8.7917,0,,,8.4583,0,,,3.4662,0,18.402
5.5347,0,,,6.975,0,,,8.8958,0,,,8.8125,0,,,8.4792,0,,,3.4727,0,18.402
5.5417,0,,,6.9792,0,,,8.9167,0,,,8.8333,0,,,8.5,0,,,3.4792,0,18.402
5.5521,0,,,7,0,,,8.9375,0,,,8.835,0,,,8.5208,0,,,3.4861,0,18.402
5.5625,0,,,7.0208,0,,,8.9583,0,,,8.8542,0,,,8.525,0,,,3.5,0,18.402
5.5683,0,,,7.0417,0,,,8.9792,0,,,8.875,0,,,8.5417,0,,,3.5104,0,18.402
5.5742,0,,,7.0625,0,,,8.99,0,,,8.8958,0,,,8.5625,0,,,3.5139,0,18.402
5.58,0,,,7.0833,0,,,9,0,,,8.9167,0,,,8.5833,0,,,3.5174,0,18.402
5.5833,0,,,7.1042,0,,,9.0208,0,,,8.9375,0,,,8.6042,0,,,3.5208,0,18.402
5.5833,0,,,7.125,0,,,9.0417,0,,,8.9583,0,,,8.625,0,,,3.526,0,18.402
5.5938,0,,,7.13,0,,,9.0625,0,,,8.9792,0,,,8.6458,0,,,3.5339,0,18.402
5.6042,0,,,7.1458,0,,,9.0833,0,,,8.99,0,,,8.6667,0,,,3.5417,0,18.402
5.6146,0,,,7.1667,0,,,9.1042,0,,,9,0,,,8.68,0,,,3.5417,0,18.402
5.625,0,,,7.1875,0,,,9.125,0,,,9.0208,0,,,8.6875,0,,,3.5451,0,18.402
5.6319,0,,,7.2083,0,,,9.145,0,,,9.0417,0,,,8.6875,0,,,3.5495,0,18.402
5.6389,0,,,7.2153,0,,,9.1458,0,,,9.0625,0,,,8.7083,0,,,3.556,0,18.402
5.6458,0,,,7.2222,0,,,9.1458,0,,,9.0833,0,,,8.7292,0,,,3.5625,0,18.402
