Day of Year,Timestamp,NU ET (mm),NU ET fl. (mm/d),NEIU ET (mm),NEIU ET fl. (mm/d),CSU ET (mm),CSU ET fl. (mm/d)
139.0625033,19.0625,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
139.0833333,19.08333,NaN,#VALUE!,NaN,#VALUE!,0.009356934,0.449204705
139.1041633,19.10416,NaN,#VALUE!,NaN,#VALUE!,0.014074859,0.675701344
139.1250033,19.125,NaN,#VALUE!,NaN,#VALUE!,0.018909547,0.907367898
139.1458333,19.14583,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
139.1666633,19.16666,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
139.1875033,19.1875,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
139.2083333,19.20833,0.017581708,0.844057033,NaN,#VALUE!,NaN,#VALUE!
139.2291633,19.22916,0.022363002,1.073595871,NaN,#VALUE!,NaN,#VALUE!
139.2500033,19.25,0.028629043,1.373754463,NaN,#VALUE!,NaN,#VALUE!
139.2708333,19.27083,0.034886569,1.674823284,NaN,#VALUE!,NaN,#VALUE!
139.2916633,19.29166,0.038031597,1.825808785,NaN,#VALUE!,NaN,#VALUE!
139.3125033,19.3125,0.040391446,1.938169194,NaN,#VALUE!,NaN,#VALUE!
139.3333333,19.33333,0.047639286,2.287051656,NaN,#VALUE!,NaN,#VALUE!
139.3541633,19.35416,0.054599678,2.621203937,NaN,#VALUE!,NaN,#VALUE!
139.3750033,19.375,0.057074922,2.738719866,NaN,#VALUE!,NaN,#VALUE!
139.3958333,19.39583,0.056707263,2.722384205,0.037860438,1.817591839,NaN,#VALUE!
139.4166633,19.41666,0.054664693,2.624325156,0.036792967,1.766345031,NaN,#VALUE!
139.4375033,19.4375,0.049514956,2.375957582,0.03858168,1.851328215,NaN,#VALUE!
139.4583333,19.45833,0.04348756,2.087736918,0.042356237,2.033424724,0.038890113,1.867024148
139.4791633,19.47916,0.036095131,1.732843543,0.046322379,2.223830005,0.032456167,1.558145319
139.5000033,19.5,0.029918382,1.435622937,0.048188287,2.312297841,0.016133019,0.774137188
139.5208333,19.52083,0.02561142,1.229544887,0.04857494,2.331970235,0.036362696,1.745688718
139.5416633,19.54166,0.022425203,1.076581997,0.048232245,2.315518243,0.045181002,2.169035142
139.5625033,19.5625,0.022802847,1.094186516,0.044595271,2.139888244,0.063899886,3.06621334
139.5833333,19.58333,0.021752085,1.044267163,0.043813544,2.103386654,0.060508385,2.904867259
139.6041633,19.60416,0.018952092,0.909845991,0.040169405,1.92843999,0.075850478,3.641405569
139.6250033,19.625,NaN,#VALUE!,0.037025207,1.776641411,0.038331063,1.839302447
139.6458333,19.64583,0.007803006,0.374604225,0.033125388,1.590273068,0.057313397,2.751483293
139.6666633,19.66666,0.015110752,0.725432165,0.032262925,1.548868219,0.053092103,2.548828757
139.6875033,19.6875,0.019225502,0.922528887,0.030089104,1.443814971,0.031638071,1.518141603
139.7083333,19.70833,0.019819296,0.951478445,0.030885461,1.482739366,0.044862642,2.153751416
139.7291633,19.72916,0.017995217,0.863908641,0.026643891,1.279111426,0.03209509,1.54081085
139.7500033,19.75,0.015527555,0.745084213,0.026845335,1.288163868,0.032741661,1.571096977
139.7708333,19.77083,0.017072465,0.819609458,0.021686431,1.041115266,0.00225099,0.10806481
139.7916633,19.79166,0.015735957,0.755446807,0.017933339,0.860938022,0.003901593,0.187306433
139.8125033,19.8125,0.011829608,0.567639539,0.020762378,0.996275336,0.032004418,1.535720633
139.8333333,19.83333,0.011188662,0.537141719,0.017491112,0.839707729,0.000644352,0.030933845
139.8541633,19.85416,0.016300399,0.782544359,0.018186498,0.873091599,NaN,#VALUE!
139.8750033,19.875,0.025770597,1.236592946,0.015324666,0.735348656,NaN,#VALUE!
139.8958333,19.89583,0.026302738,1.262733461,0.014925343,0.716531109,0.026364009,1.26567494
139.9166633,19.91666,0.023379916,1.122415554,0.01719341,0.825415747,0.024937428,1.197188094
139.9375033,19.9375,0.021166188,1.015652015,0.01781409,0.854802783,0.0320345,1.537164107
139.9583333,19.95833,0.020111691,0.965515651,0.018293025,0.878205713,0.014874721,0.714100864
139.9791633,19.97916,0.017337106,0.832314258,0.017682516,0.848896591,0.003097322,0.148695247
140.0000033,20,0.01349896,0.647742802,0.016203511,0.777519722,0.014048328,0.674104031
140.0208333,20.02083,0.009502756,0.456205281,0.013865754,0.665662698,0.013436371,0.645049016
140.0416633,20.04166,0.0109579,0.52606337,0.00871568,0.418419587,NaN,#VALUE!
140.0625033,20.0625,0.015026065,0.721020393,0.002674455,0.128332774,NaN,#VALUE!
140.0833333,20.08333,0.019450398,0.933768507,0.000368001,0.017666875,NaN,#VALUE!
140.1041633,20.10416,0.025177654,1.208720787,NaN,#VALUE!,NaN,#VALUE!
140.1250033,20.125,0.031680016,1.520154319,NaN,#VALUE!,NaN,#VALUE!
140.1458333,20.14583,0.039501584,1.896379453,NaN,#VALUE!,NaN,#VALUE!
140.1666633,20.16666,0.044211301,2.122482045,NaN,#VALUE!,NaN,#VALUE!
140.1875033,20.1875,0.043204732,2.073163724,NaN,#VALUE!,NaN,#VALUE!
140.2083333,20.20833,0.038920672,1.868491215,NaN,#VALUE!,NaN,#VALUE!
140.2291633,20.22916,0.032792888,1.574310514,NaN,#VALUE!,NaN,#VALUE!
140.2500033,20.25,0.025838978,1.239874184,NaN,#VALUE!,NaN,#VALUE!
140.2708333,20.27083,0.019082654,0.91611397,NaN,#VALUE!,NaN,#VALUE!
140.2916633,20.29166,0.013710863,0.65822674,NaN,#VALUE!,NaN,#VALUE!
140.3125033,20.3125,0.012330955,0.591696497,NaN,#VALUE!,NaN,#VALUE!
140.3333333,20.33333,0.013055045,0.626742439,NaN,#VALUE!,NaN,#VALUE!
140.3541633,20.35416,0.014266283,0.684891167,NaN,#VALUE!,NaN,#VALUE!
140.3750033,20.375,0.015057114,0.722510269,NaN,#VALUE!,NaN,#VALUE!
140.3958333,20.39583,0.014587479,0.700311042,NaN,#VALUE!,NaN,#VALUE!
140.4166633,20.41666,0.012655294,0.60755132,NaN,#VALUE!,NaN,#VALUE!
140.4375033,20.4375,0.01470676,0.705698656,NaN,#VALUE!,NaN,#VALUE!
140.4583333,20.45833,0.016859901,0.809404753,NaN,#VALUE!,NaN,#VALUE!
140.4791633,20.47916,0.016930147,0.8127771,NaN,#VALUE!,NaN,#VALUE!
140.5000033,20.5,0.016854145,0.808740163,NaN,#VALUE!,NaN,#VALUE!
140.5208333,20.52083,0.016693601,0.801421075,NaN,#VALUE!,NaN,#VALUE!
140.5416633,20.54166,0.015907667,0.763690206,NaN,#VALUE!,NaN,#VALUE!
140.5625033,20.5625,0.012589906,0.604122169,NaN,#VALUE!,NaN,#VALUE!
140.5833333,20.58333,0.007873411,0.377984205,NaN,#VALUE!,NaN,#VALUE!
140.6041633,20.60416,0.005607105,0.269184109,NaN,#VALUE!,NaN,#VALUE!
140.6250033,20.625,0.003335327,0.160044482,NaN,#VALUE!,NaN,#VALUE!
140.6458333,20.64583,0.000138332,0.006640999,NaN,#VALUE!,NaN,#VALUE!
140.6666633,20.66666,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
140.6875033,20.6875,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
140.7083333,20.70833,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
140.7291633,20.72916,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
140.7500033,20.75,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
140.7708333,20.77083,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
140.7916633,20.79166,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
140.8125033,20.8125,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
140.8333333,20.83333,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
140.8541633,20.85416,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
140.8750033,20.875,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
140.8958333,20.89583,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
140.9166633,20.91666,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
140.9375033,20.9375,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
140.9583333,20.95833,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
140.9791633,20.97916,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
141.0000033,21,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
141.0208333,21.02083,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
141.0416633,21.04166,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
141.0625033,21.0625,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
141.0833333,21.08333,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
141.1041633,21.10416,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
141.1250033,21.125,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
141.1458333,21.14583,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
141.1666633,21.16666,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
141.1875033,21.1875,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
141.2083333,21.20833,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
141.2291633,21.22916,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
141.2500033,21.25,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
141.2708333,21.27083,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
141.2916633,21.29166,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
141.3125033,21.3125,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
141.3333333,21.33333,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
141.3541633,21.35416,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
141.3750033,21.375,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
141.3958333,21.39583,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
141.4166633,21.41666,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
141.4375033,21.4375,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
141.4583333,21.45833,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
141.4791633,21.47916,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
141.5000033,21.5,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
141.5208333,21.52083,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
141.5416633,21.54166,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
141.5625033,21.5625,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
141.5833333,21.58333,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
141.6041633,21.60416,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
141.6250033,21.625,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
141.6458333,21.64583,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
141.6666633,21.66666,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
141.6875033,21.6875,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
141.7083333,21.70833,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
141.7291633,21.72916,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
141.7500033,21.75,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
141.7708333,21.77083,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
141.7916633,21.79166,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
141.8125033,21.8125,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
141.8333333,21.83333,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
141.8541633,21.85416,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
141.8750033,21.875,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
141.8958333,21.89583,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
141.9166633,21.91666,NaN,#VALUE!,NaN,#VALUE!,0.030885804,1.482755833
141.9375033,21.9375,NaN,#VALUE!,NaN,#VALUE!,0.006554171,0.314499568
141.9583333,21.95833,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
141.9791633,21.97916,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
142.0000033,22,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
142.0208333,22.02083,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
142.0416633,22.04166,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
142.0625033,22.0625,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
142.0833333,22.08333,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
142.1041633,22.10416,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
142.1250033,22.125,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
142.1458333,22.14583,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
142.1666633,22.16666,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
142.1875033,22.1875,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
142.2083333,22.20833,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
142.2291633,22.22916,NaN,#VALUE!,NaN,#VALUE!,0.011594283,0.556614642
142.2500033,22.25,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
142.2708333,22.27083,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
142.2916633,22.29166,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
142.3125033,22.3125,NaN,#VALUE!,NaN,#VALUE!,0.018522877,0.888813676
142.3333333,22.33333,NaN,#VALUE!,NaN,#VALUE!,0.018338467,0.880387278
142.3541633,22.35416,NaN,#VALUE!,NaN,#VALUE!,0.02238308,1.07455977
142.3750033,22.375,0.002620456,0.125741651,NaN,#VALUE!,0.011767909,0.564678935
142.3958333,22.39583,0.00492388,0.236384061,NaN,#VALUE!,0.04364776,2.095427748
142.4166633,22.41666,0.006435706,0.308963322,NaN,#VALUE!,0.033707252,1.618207009
142.4375033,22.4375,0.008634009,0.414299856,NaN,#VALUE!,0.019133719,0.918124712
142.4583333,22.45833,0.010500913,0.504124484,NaN,#VALUE!,0.025890891,1.242961642
142.4791633,22.47916,0.012553668,0.602672492,NaN,#VALUE!,0.050926431,2.444859866
142.5000033,22.5,0.016302295,0.782259837,NaN,#VALUE!,0.03708071,1.779304702
142.5208333,22.52083,0.019378036,0.930294575,NaN,#VALUE!,0.036122403,1.734152808
142.5416633,22.54166,0.021869133,1.049886366,NaN,#VALUE!,0.036950025,1.773885022
142.5625033,22.5625,0.023165795,1.111602447,NaN,#VALUE!,0.034868228,1.673139539
142.5833333,22.58333,0.023854832,1.14521517,NaN,#VALUE!,0.043839434,2.104629573
142.6041633,22.60416,0.023380583,1.122447576,NaN,#VALUE!,0.051311423,2.463342439
142.6250033,22.625,0.022841016,1.096018042,NaN,#VALUE!,0.039289694,1.885302015
142.6458333,22.64583,0.022458376,1.078174556,NaN,#VALUE!,0.063372241,3.042354345
142.6666633,22.66666,0.022263829,1.068834806,NaN,#VALUE!,0.048895665,2.347367499
142.6875033,22.6875,0.022784782,1.093319674,NaN,#VALUE!,0.056773675,2.724264635
142.7083333,22.70833,0.023569415,1.131512962,NaN,#VALUE!,0.038364653,1.841798032
142.7291633,22.72916,0.02352401,1.129333173,NaN,#VALUE!,0.027080635,1.300078493
142.7500033,22.75,0.022937109,1.100629031,NaN,#VALUE!,0.029794089,1.429658781
142.7708333,22.77083,0.022665865,1.088135622,NaN,#VALUE!,0.034014811,1.632972204
142.7916633,22.79166,0.021879113,1.050365482,NaN,#VALUE!,0.052071881,2.499850264
142.8125033,22.8125,0.020025351,0.960909357,NaN,#VALUE!,0.032269349,1.548433253
142.8333333,22.83333,0.017840677,0.856489534,NaN,#VALUE!,0.023057571,1.106940518
142.8541633,22.85416,0.017179065,0.824727076,NaN,#VALUE!,0.026015003,1.248919971
142.8750033,22.875,0.016384244,0.786192131,NaN,#VALUE!,NaN,#VALUE!
142.8958333,22.89583,0.014840398,0.712453096,NaN,#VALUE!,NaN,#VALUE!
142.9166633,22.91666,0.013596618,0.652742103,NaN,#VALUE!,0.005728676,0.275020451
142.9375033,22.9375,0.013030564,0.625266987,NaN,#VALUE!,NaN,#VALUE!
142.9583333,22.95833,0.012192948,0.585355161,NaN,#VALUE!,NaN,#VALUE!
142.9791633,22.97916,0.011286895,0.541857657,NaN,#VALUE!,NaN,#VALUE!
143.0000033,23,0.010498439,0.503763868,NaN,#VALUE!,NaN,#VALUE!
143.0208333,23.02083,0.009279249,0.445475228,NaN,#VALUE!,NaN,#VALUE!
143.0416633,23.04166,0.00787739,0.378175228,NaN,#VALUE!,NaN,#VALUE!
143.0625033,23.0625,0.00619733,0.297376679,NaN,#VALUE!,NaN,#VALUE!
143.0833333,23.08333,0.005120588,0.245827556,NaN,#VALUE!,NaN,#VALUE!
143.1041633,23.10416,0.00340763,0.163592415,NaN,#VALUE!,NaN,#VALUE!
143.1250033,23.125,0.002318407,0.111247937,NaN,#VALUE!,NaN,#VALUE!
143.1458333,23.14583,0.00160295,0.076953913,NaN,#VALUE!,NaN,#VALUE!
143.1666633,23.16666,0.00125583,0.060289486,NaN,#VALUE!,NaN,#VALUE!
143.1875033,23.1875,0.001116068,0.053554127,NaN,#VALUE!,NaN,#VALUE!
143.2083333,23.20833,1.58E-05,0.000758521,NaN,#VALUE!,NaN,#VALUE!
143.2291633,23.22916,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
143.2500033,23.25,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
143.2708333,23.27083,0.005480803,0.263120643,NaN,#VALUE!,NaN,#VALUE!
143.2916633,23.29166,0.006212352,0.298240614,NaN,#VALUE!,NaN,#VALUE!
143.3125033,23.3125,0.007256191,0.348185749,NaN,#VALUE!,NaN,#VALUE!
143.3333333,23.33333,0.008930874,0.428750552,NaN,#VALUE!,0.025762307,1.236788622
143.3541633,23.35416,0.011065158,0.531212578,NaN,#VALUE!,0.050951248,2.446051272
143.3750033,23.375,0.013311946,0.638769002,NaN,#VALUE!,0.078866364,3.784374472
143.3958333,23.39583,0.017376241,0.834193039,NaN,#VALUE!,0.057193028,2.745704657
143.4166633,23.41666,0.021170937,1.016367595,NaN,#VALUE!,0.086274112,4.141820067
143.4375033,23.4375,0.025372631,1.217496689,NaN,#VALUE!,0.10690122,5.129617083
143.4583333,23.45833,0.029726137,1.427082909,NaN,#VALUE!,0.13912173,6.678911666
143.4791633,23.47916,0.034035237,1.633952808,NaN,#VALUE!,0.14255232,6.843606337
143.5000033,23.5,0.037892278,1.818247505,NaN,#VALUE!,0.16083856,7.71778119
143.5208333,23.52083,0.041385242,1.986809506,NaN,#VALUE!,0.17288914,8.300006721
143.5416633,23.54166,0.045396197,2.179366155,NaN,#VALUE!,0.20118233,9.658297168
143.5625033,23.5625,0.049381599,2.369558493,NaN,#VALUE!,0.19995972,9.594996161
143.5833333,23.58333,0.05259671,2.525046087,NaN,#VALUE!,0.20590729,9.885131541
143.6041633,23.60416,0.05427806,2.605763802,NaN,#VALUE!,0.20815536,9.993056169
143.6250033,23.625,0.055324121,2.654708301,NaN,#VALUE!,0.19757281,9.480461132
143.6458333,23.64583,0.055981594,2.687546519,NaN,#VALUE!,0.18548056,8.904491599
143.6666633,23.66666,0.055943466,2.685716083,NaN,#VALUE!,0.16824778,8.07718579
143.6875033,23.6875,0.054800027,2.629559837,NaN,#VALUE!,0.16930069,8.123833493
143.7083333,23.70833,0.053411821,2.564177676,NaN,#VALUE!,0.077762975,3.733220115
143.7291633,23.72916,0.05132044,2.463775324,NaN,#VALUE!,0.074809237,3.591418003
143.7500033,23.75,0.048890042,2.345971305,NaN,#VALUE!,0.04327655,2.076609885
143.7708333,23.77083,0.045911302,2.204095151,NaN,#VALUE!,0.050244899,2.412141095
143.7916633,23.79166,0.042910955,2.060055449,NaN,#VALUE!,0.034182981,1.641045655
143.8125033,23.8125,0.03966194,1.903164107,NaN,#VALUE!,0.014630439,0.70203642
143.8333333,23.83333,0.035985786,1.727594143,NaN,#VALUE!,0.025621433,1.230025588
143.8541633,23.85416,0.03324095,1.595820931,NaN,#VALUE!,0.012684311,0.608944359
143.8750033,23.875,0.030240884,1.451098081,NaN,#VALUE!,0.005854975,0.280948896
143.8958333,23.89583,0.026541951,1.274217523,NaN,#VALUE!,0.004688072,0.225063466
143.9166633,23.91666,0.022142182,1.062994815,NaN,#VALUE!,0.017880453,0.858399088
143.9375033,23.9375,0.019271756,0.924748369,NaN,#VALUE!,NaN,#VALUE!
143.9583333,23.95833,0.01667504,0.800530005,NaN,#VALUE!,NaN,#VALUE!
143.9791633,23.97916,0.014584083,0.700148008,NaN,#VALUE!,0.015742249,0.755748872
144.0000033,24,0.012457771,0.597781718,NaN,#VALUE!,0.006045818,0.29010643
144.0208333,24.02083,0.011395233,0.547058713,NaN,#VALUE!,NaN,#VALUE!
144.0416633,24.04166,0.011213561,0.538337062,NaN,#VALUE!,NaN,#VALUE!
144.0625033,24.0625,0.009975046,0.47864904,NaN,#VALUE!,NaN,#VALUE!
144.0833333,24.08333,0.008752808,0.420202016,NaN,#VALUE!,NaN,#VALUE!
144.1041633,24.10416,0.006737493,0.323451416,NaN,#VALUE!,NaN,#VALUE!
144.1250033,24.125,0.005543939,0.266023944,NaN,#VALUE!,NaN,#VALUE!
144.1458333,24.14583,0.004605021,0.22107638,NaN,#VALUE!,NaN,#VALUE!
144.1666633,24.16666,0.003720167,0.178596591,NaN,#VALUE!,NaN,#VALUE!
144.1875033,24.1875,0.005646982,0.270968426,NaN,#VALUE!,NaN,#VALUE!
144.2083333,24.20833,0.007408353,0.355657849,NaN,#VALUE!,NaN,#VALUE!
144.2291633,24.22916,0.008137823,0.390678012,NaN,#VALUE!,0.008521266,0.409086222
144.2500033,24.25,0.008629194,0.41406881,NaN,#VALUE!,0.000853385,0.040949376
144.2708333,24.27083,0.008357729,0.40123519,NaN,#VALUE!,NaN,#VALUE!
144.2916633,24.29166,0.009479437,0.45508579,NaN,#VALUE!,NaN,#VALUE!
144.3125033,24.3125,0.007094553,0.340429607,NaN,#VALUE!,0.022320617,1.071046881
144.3333333,24.33333,0.003914419,0.18792218,NaN,#VALUE!,0.030452691,1.461963082
144.3541633,24.35416,0.002738187,0.131454009,NaN,#VALUE!,0.016763524,0.804777916
144.3750033,24.375,0.001065628,0.051133781,NaN,#VALUE!,0.024954046,1.197411036
144.3958333,24.39583,NaN,#VALUE!,NaN,#VALUE!,0.049296142,2.366593471
144.4166633,24.41666,NaN,#VALUE!,NaN,#VALUE!,0.06513587,3.127022084
144.4375033,24.4375,NaN,#VALUE!,NaN,#VALUE!,0.066519228,3.191901536
144.4583333,24.45833,0.04375138,2.100402304,NaN,#VALUE!,0.065640441,3.151245367
144.4791633,24.47916,0.066565875,3.195673308,NaN,#VALUE!,0.072761973,3.493133605
144.5000033,24.5,0.088263371,4.235286516,NaN,#VALUE!,0.072292707,3.468939875
144.5208333,24.52083,0.10929599,5.247047048,NaN,#VALUE!,0.067079029,3.220308641
144.5416633,24.54166,0.12654078,6.074929429,NaN,#VALUE!,0.095276497,4.574003697
144.5625033,24.5625,0.14218541,6.822716411,NaN,#VALUE!,0.088183689,4.231463004
144.5833333,24.58333,0.16187222,7.771109938,NaN,#VALUE!,0.07727505,3.709795967
144.6041633,24.60416,0.17999518,8.641151224,NaN,#VALUE!,0.093586064,4.492849928
144.6250033,24.625,0.19610745,9.410146353,NaN,#VALUE!,0.089200621,4.280260125
144.6458333,24.64583,0.20796426,9.983881901,NaN,#VALUE!,0.083475033,4.007442775
144.6666633,24.66666,0.22040856,10.58130389,NaN,#VALUE!,0.063410807,3.044205809
144.6875033,24.6875,NaN,#VALUE!,0.013724732,0.658576392,0.087467117,4.197078551
144.7083333,24.70833,NaN,#VALUE!,0.006687513,0.321051992,0.079272515,3.80568963
144.7291633,24.72916,0.20404673,9.79581037,NaN,#VALUE!,0.066037275,3.170296447
144.7500033,24.75,0.18402921,8.830576296,NaN,#VALUE!,0.062048955,2.977397073
144.7708333,24.77083,0.16369956,7.858836294,NaN,#VALUE!,0.067700381,3.25013831
144.7916633,24.79166,0.14372086,6.899705233,NaN,#VALUE!,0.074819728,3.591921651
144.8125033,24.8125,0.12588129,6.040369002,NaN,#VALUE!,0.034935352,1.676360461
144.8333333,24.83333,0.10836596,5.202398464,NaN,#VALUE!,0.025592762,1.22864916
